Journal,Year,Authors,Title,Paper Ref,Country
Spine,2001,"Heller J.G.

Edwards II C.C.

Murakami H.

Rodts G.E.",Laminoplasty versus laminectomy and fusion for multilevel cervical myelopathy: An independent matched cohort analysis.,"Spine. 26 (12) (pp 1330-1336), 2001. Date of Publication: 15 Jun 2001.",USA
Spine,2001,"Wada E.

Suzuki S.

Kanazawa A.

Matsuoka T.

Miyamoto S.

Yonenobu K.",Subtotal corpectomy versus laminoplasty for multilevel cervical spondylotic myelopathy: A long-term follow-up study over 10 years.,"Spine. 26 (13) (pp 1443-1447), 2001. Date of Publication: 01 Jul 2001.",Japan
Spine,2001,"Matsumoto M.

Chiba K.

Ishikawa M.

Maruiwa H.

Fujimura Y.

Toyama Y.",Relationships between outcomes of conservative treatment and magnetic resonance imaging findings in patients with mild cervical myelopathy caused by soft disc herniations.,"Spine. 26 (14) (pp 1592-1598), 2001. Date of Publication: 15 Jul 2001.",Japan
Spine,2001,"Matsuoka T.

Yamaura I.

Kurosa Y.

Nakai O.

Shindo S.

Shinomiya K.",Long-term results of the anterior floating method for cervical myelopathy caused by ossification of the posterior longitudinal ligament.,"Spine. 26 (3) (pp 241-248), 2001. Date of Publication: 01 Feb 2001.",Japan
Spine,2001,"Seichi A.

Takeshita K.

Ohishi I.

Kawaguchi H.

Akune T.

Anamizu Y.

Kitagawa T.

Nakamura K.",Long-term results of double-door laminoplasty for cervical stenotic myelopathy.,"Spine. 26 (5) (pp 479-487), 2001. Date of Publication: 01 Mar 2001.",Japan
Spine,2001,"Onari K.

Akiyama N.

Kondo S.

Toguchi A.

Mihara H.

Tsuchiya T.",Long-term follow-up results of anterior interbody fusion applied for cervical myelopathy due to ossification of the posterior longitudinal ligament.,"Spine. 26 (5) (pp 488-493), 2001. Date of Publication: 01 Mar 2001.",Japan
Spine,2002,"Papavero L.

Zwonitzer R.

Burkard I.

Klose K.

Herrmann H.-D.",A composite bone graft substitute for anterior cervical fusion: Assessment of osseointegration by quantitative computed tomography.,"Spine. 27 (10) (pp 1037-1043), 2002. Date of Publication: 15 May 2002.",Germany
Spine,2002,"Edwards II C.C.

Heller J.G.

Murakami H.",Corpectomy versus laminoplasty for multilevel cervical myelopathy: An independent matched-cohort analysis.,"Spine. 27 (11) (pp 1168-1175), 2002. Date of Publication: 01 Jun 2002.",USA
Spine,2002,"Yoshida M.

Tamaki T.

Kawakami M.

Nakatani N.

Ando M.

Yamada H.

Hayashi N.",Does reconstruction of posterior ligamentous complex with extensor musculature decrease axial symptoms after cervical laminoplasty?.,"Spine. 27 (13) (pp 1414-1418), 2002. Date of Publication: 01 Jul 2002.",Japan
Spine,2002,"Kadanka Z.

Mares M.

Bednarik J.

Smrcka V.

Krbec M.

Stejskal L.

Chaloupka R.

Surelova D.

Novotny O.

Urbanek I.

Dusek L.",Approaches to spondylotic cervical myelopathy: Conservative versus surgical results in a 3-year follow-up study.,"Spine. 27 (20) (pp 2205-2210), 2002. Date of Publication: 15 Oct 2002.",Czech Republic
Spine,2002,"Wigfield C.C.

Gill S.S.

Nelson R.J.

Metcalf N.H.

Robertson J.T.",The new Frenchay artificial cervical joint: Results from a two-year pilot study.,"Spine. 27 (22) (pp 2446-2452), 2002. Date of Publication: 15 Nov 2002.",UK
Spine,2002,"Fujimoto Y.

Baba I.

Sumida T.

Tanaka N.

Oka S.

Kawagoe H.",Microsurgical transdural discectomy with laminoplasty: New treatment for paracentral and paracentroforaminal cervical disc herniation associated with spinal canal stenosis.,"Spine. 27 (7) (pp 715-721), 2002. Date of Publication: 01 Apr 2002.",Japan
Spine,2003,"Wang J.C.

Hart R.A.

Emery S.E.

Bohlman H.H.",Graft migration or displacement after multilevel cervical corpectomy and strut grafting.,"Spine. 28 (10) (pp 1016-1021), 2003. Date of Publication: 15 May 2003.",USA
Spine,2003,"Tani T.

Kawasaki M.

Taniguchi S.

Ushida T.",Functional importance of degenerative spondylolisthesis in cervical spondylotic myelopathy in the elderly.,"Spine. 28 (11) (pp 1128-1134), 2003. Date of Publication: 01 Jun 2003.",Japan
Spine,2003,"Suda K.

Abumi K.

Ito M.

Shono Y.

Kaneda K.

Fujiya M.",Local kyphosis reduces surgical outcomes of expansive open-door laminoplasty for cervical spondylotic myelopathy.,"Spine. 28 (12) (pp 1258-1262), 2003. Date of Publication: 15 Jun 2003.",Japan
Spine,2003,"Sasai K.

Saito T.

Akagi S.

Kato I.

Ohnari H.

Iida H.",Preventing C5 palsy after laminoplasty.,"Spine. 28 (17) (pp 1972-1977), 2003. Date of Publication: 01 Sep 2003.",Japan
Spine,2003,"Shiraishi T.

Fukuda K.

Yato Y.

Nakamura M.

Ikegami T.",Results of Skip Laminectomy - Minimum 2-Year Follow-up Study Compared with Open-Door Laminoplasty.,"Spine. 28 (24) (pp 2667-2672), 2003. Date of Publication: 15 Dec 2003.",Japan
Spine,2003,"Goffin J.

Van Calenbergh F.

Van Loon J.

Casey A.

Kehr P.

Liebig K.

Lind B.

Logroscino C.

Sgrambiglia R.

Pointillart V.",Intermediate Follow-up after Treatment of Degenerative Disc Disease with the Bryan Cervical Disc Prosthesis: Single-Level and Bi-Level.,"Spine. 28 (24) (pp 2673-2678), 2003. Date of Publication: 15 Dec 2003.",Belgium
Spine,2003,"Martin-Benlloch J.A.

Maruenda-Paulino J.I.

Barra-Pla A.

Laguia-Garzaran M.",Expansive laminoplasty as a method for managing cervical multilevel spondylotic myelopathy.,"Spine. 28 (7) (pp 680-684), 2003. Date of Publication: 01 Apr 2003.",Spain
Spine,2004,"Herrmann A.M.

Geisler F.H.",Geometric results of anterior cervical plate stabilization in degenerative disease.,"Spine. 29 (11) (pp 1226-1234), 2004. Date of Publication: 01 Jun 2004.",USA
Spine,2004,Epstein N.E.,Circumferential cervical surgery for ossification of the posterior longitudinal ligament: A multianalytic outcome study.,"Spine. 29 (12) (pp 1340-1345), 2004. Date of Publication: 15 Jun 2004.",USA
Spine,2004,"Smith-Hammond C.A.

New K.C.

Pietrobon R.

Curtis D.J.

Scharver C.H.

Turner D.A.","Prospective analysis of incidence and risk factors of dysphagia in spine surgery patients: Comparison of anterior cervical, posterior cervical, and lumbar procedures.","Spine. 29 (13) (pp 1441-1446), 2004. Date of Publication: 01 Jul 2004.",USA
Spine,2004,"Seichi A.

Takeshita K.

Kawaguchi H.

Nakajima S.

Akune T.

Nakamura K.",Postoperative expansion of intramedullary high-intensity areas on T2-weighted magnetic resonance imaging after cervical laminoplasty.,"Spine. 29 (13) (pp 1478-1482), 2004. Date of Publication: 01 Jul 2004.",Japan
Spine,2004,"Fukuoka Y.

Komori H.

Kawabata S.

Ohkubo H.

Mochida K.

Shinomiya K.",Transcranial electrical stimulation as predictor of elicitation of intraoperative muscle-evoked potentials.,"Spine. 29 (19) (pp 2153-2157), 2004. Date of Publication: 01 Oct 2004.",Japan
Spine,2005,"Pickett G.E.

Rouleau J.P.

Duggal N.",Kinematic analysis of the cervical spine following implantation of an artificial cervical disc.,"Spine. 30 (17) (pp 1949-1954), 2005. Date of Publication: 01 Sep 2005.",Canada
Spine,2005,"Rocchi G.

Caroli E.

Salvati M.

Delfini R.",Multilevel oblique corpectomy without fusion: Our experience in 48 patients.,"Spine. 30 (17) (pp 1963-1969), 2005. Date of Publication: 01 Sep 2005.",Italy
Spine,2005,"Hatta Y.

Shiraishi T.

Hase H.

Yato Y.

Ueda S.

Mikami Y.

Harada T.

Ikeda T.

Kubo T.",Is posterior spinal cord shifting by extensive posterior decompression clinically significant for multisegmental cervical spondylotic myelopathy?.,"Spine. 30 (21) (pp 2414-2419), 2005. Date of Publication: 01 Nov 2005.",Japan
Spine,2005,"Takeuchi K.

Yokoyama T.

Aburakawa S.

Saito A.

Numasawa T.

Iwasaki T.

Itabashi T.

Okada A.

Ito J.

Ueyama K.

Toh S.",Axial symptoms after cervical laminoplasty with C3 laminectomy compared with conventional C3-C7 laminoplasty: A modified laminoplasty preserving the semispinalis cervicis inserted into axis.,"Spine. 30 (22) (pp 2544-2549), 2005. Date of Publication: November 2005.",Japan
Spine,2005,Sakai N.,Finger motion analysis of the patients with cervical myelopathy.,"Spine. 30 (24) (pp 2777-2782), 2005. Date of Publication: December 2005.",Japan
Spine,2005,"Takayama H.

Muratsu H.

Doita M.

Harada T.

Kurosaka M.

Yoshiya S.",Proprioceptive recovery of patients with cervical myelopathy after surgical decompression.,"Spine. 30 (9) (pp 1039-1044), 2005. Date of Publication: 01 May 2005.",Japan
Spine,2006,"He S.

Hussain N.

Zhao J.

Fu Q.

Hou T.",Improvement of sexual function in male patients treated surgically for cervical spondylotic myelopathy.,"Spine. 31 (1) (pp 33-36), 2006. Date of Publication: January 2006.",China
Spine,2006,"Korinth M.C.

Kruger A.

Oertel M.F.

Gilsbach J.M.",Posterior foraminotomy or anterior discectomy with polymethyl methacrylate interbody stabilization for cervical soft disc disease: Results in 292 patients with monoradiculopathy.,"Spine. 31 (11) (pp 1207-1214), 2006. Date of Publication: May 2006.",Germany
Spine,2006,"Matsumoto M.

Nojiri K.

Chiba K.

Toyama Y.

Fukui Y.

Kamata M.",Open-door laminoplasty for cervical myelopathy resulting from adjacent-segment disease in patients with previous anterior cervical decompression and fusion.,"Spine. 31 (12) (pp 1332-1337), 2006. Date of Publication: May 2006.",Japan
Spine,2006,"Hilibrand A.S.

Balasubramanian K.

Eichenbaum M.

Thinnes J.H.

Daffner S.

Berta S.

Albert T.J.

Vaccaro A.R.

Siegler S.",The effect of anterior cervical fusion on neck motion.,"Spine. 31 (15) (pp 1688-1692), 2006. Date of Publication: July 2006.",USA
Spine,2006,"Miyata K.

Marui T.

Miura J.

Yoshiya S.

Fujii M.

Kurosaka M.

Doita M.",Kinetic analysis of the cervical spinal cord in patients after spinous process-splitting laminoplasty using a kinematic magnetic resonance imaging technique.,"Spine. 31 (19) (pp E690-E697), 2006. Date of Publication: September 2006.",Japan
Spine,2006,"Baron R.

Elashaal A.

Germon T.

Hobart J.",Measuring outcomes in cervical spine surgery: Think twice before using the SF-36.,"Spine. 31 (22) (pp 2575-2584), 2006. Date of Publication: October 2006.",UK
Spine,2006,"Wang X.-Y.

Dai L.-Y.

Xu H.-Z.

Chi Y.-L.",Prediction of spinal canal expansion following cervical laminoplasty: A computer-simulated comparison between single and double-door techniques.,"Spine. 31 (24) (pp 2863-2870), 2006. Date of Publication: November 2006.",China
Spine,2006,"Tanaka N.

Nakanishi K.

Fujiwara Y.

Kamei N.

Ochi M.",Postoperative segmental C5 palsy after cervical laminoplasty may occur without intraoperative nerve injury: A prospective study with transcranial electric motor-evoked potentials.,"Spine. 31 (26) (pp 3013-3017), 2006. Date of Publication: December 2006.",Japan
Spine,2006,"Singh A.

Gnanalingham K.

Casey A.

Crockard A.",Quality of life assessment using the Short Form-12 (SF-12) questionnaire in patients with cervical spondylotic myelopathy: Comparison with SF-36.,"Spine. 31 (6) (pp 639-643), 2006. Date of Publication: March 2006.",UK
Spine,2006,"Iizuka H.

Iizuka Y.

Nakagawa Y.

Nakajima T.

Toda N.

Shimegi A.

Tsutsumi S.

Takagishi K.",Interlaminar bony fusion after cervical laminoplasty: Its characteristics and relationship with clinical results.,"Spine. 31 (6) (pp 644-647), 2006. Date of Publication: March 2006.",Japan
Spine,2007,"Pimenta L.

McAfee P.C.

Cappuccino A.

Cunningham B.W.

Diaz R.

Coutinho E.",Superiority of multilevel cervical arthroplasty outcomes versus single-level outcomes: 229 Consecutive PCM prostheses.,"Spine. 32 (12) (pp 1337-1344), 2007. Date of Publication: May 2007.",USA
Spine,2007,"Yukawa Y.

Kato F.

Ito K.

Horie Y.

Hida T.

Ito Z.

Matsuyama Y.","Laminoplasty and skip laminectomy for cervical compressive myelopathy: Range of motion, postoperative neck pain, and surgical outcomes in a randomized prospective study.","Spine. 32 (18) (pp 1980-1985), 2007. Date of Publication: August 2007.",Japan
Spine,2007,"Hori T.

Kawaguchi Y.

Kimura T.",How does the ossification area of the posterior longitudinal ligament thicken following cervical laminoplasty?.,"Spine. 32 (19) (pp E551-E556), 2007. Date of Publication: September 2007.",Japan
Spine,2007,"Chacko A.G.

Daniel R.T.",Multilevel cervical oblique corpectomy in the treatment of ossified posterior longitudinal ligament in the presence of ossified anterior longitudinal ligament.,"Spine. 32 (20) (pp E575-E580), 2007. Date of Publication: September 2007.",India
Spine,2007,"Hosono N.

Sakaura H.

Mukai Y.

Yoshikawa H.",The source of axial pain after cervical laminoplasty-C7 is more crucial than deep extensor muscles.,"Spine. 32 (26) (pp 2985-2988), 2007. Date of Publication: December 2007.",Japan
Spine,2007,"Wang M.C.

Chan L.

Maiman D.J.

Kreuter W.

Deyo R.A.",Complications and mortality associated with cervical spine surgery for degenerative disease in the United States.,"Spine. 32 (3) (pp 342-347), 2007. Date of Publication: February 2007.",USA
Spine,2007,"Ghogawala Z.

Coumans J.-V.

Benzel E.C.

Stabile L.M.

Barker II F.G.",Ventral versus dorsal decompression for cervical spondylotic myelopathy: Surgeons' assessment of eligibility for randomization in a proposed randomized controlled trial: Results of a survey of the Cervical Spine Research Society.,"Spine. 32 (4) (pp 429-436), 2007. Date of Publication: February 2007.",USA
Spine,2008,"Anderson P.A.

Sasso R.C.

Riew K.D.",Comparison of adverse events between the Bryan artificial cervical disc and anterior cervical arthrodesis.,"Spine. 33 (12) (pp 1305-1312), 2008. Date of Publication: May 2008.",USA
Spine,2008,"Kato M.

Nakamura H.

Konishi S.

Dohzono S.

Toyoda H.

Fukushima W.

Kondo K.

Matsuda H.",Effect of preserving paraspinal muscles on postoperative axial pain in the selective cervical laminoplasty.,"Spine. 33 (14) (pp E455-E459), 2008. Date of Publication: 15 Jun 2008.",Japan
Spine,2008,"Yoshikawa M.

Doita M.

Okamoto K.

Manabe M.

Sha N.

Kurosaka M.",Impaired postural stability in patients with cervical myelopathy evaluation by computerized static stabilometry.,"Spine. 33 (14) (pp E460-E464), 2008. Date of Publication: 15 Jun 2008.",Japan
Spine,2008,"O'Shaughnessy B.A.

Liu J.C.

Hsieh P.C.

Koski T.R.

Ganju A.

Ondra S.L.",Surgical treatment of fixed cervical kyphosis with myelopathy.,"Spine. 33 (7) (pp 771-778), 2008. Date of Publication: April 2008.",USA
Spine,2009,"Campbell M.J.

Carreon L.Y.

Traynelis V.

Anderson P.A.",Use of cervical collar after single-level anterior cervical fusion with plate: Is it necessary?.,"Spine. 34 (1) (pp 43-48), 2009. Date of Publication: 01 Jan 2009.",USA
Spine,2009,"Yukawa Y.

Kato F.

Ito K.

Horie Y.

Nakashima H.

Masaaki M.

Ito Z.-Y.

Wakao N.",Ten second step test as a new quantifiable parameter of cervical myelopathy.,"Spine. 34 (1) (pp 82-86), 2009. Date of Publication: 01 Jan 2009.",Japan
Spine,2009,"Okada M.

Minamide A.

Endo T.

Yoshida M.

Kawakami M.

Ando M.

Hashizume H.

Nakagawa Y.

Maio K.",A prospective randomized study of clinical outcomes in patients with cervical compressive myelopathy treated with open-door or french-door laminoplasty.,"Spine. 34 (11) (pp 1119-1126), 2009. Date of Publication: 15 May 2009.",Japan
Spine,2009,"Hyun S.-J.

Rhim S.-C.

Roh S.-W.

Kang S.-H.

Riew K.D.",The time course of range of motion loss after cervical laminoplasty: A prospective study with minimum two-year follow-up.,"Spine. 34 (11) (pp 1134-1139), 2009. Date of Publication: 15 May 2009.",USA
Spine,2009,"Shin D.A.

Yi S.

Yoon D.H.

Kim K.N.

Shin H.C.",Artificial disc replacement combined with fusion versus two-level fusion in cervical two-level disc disease.,"Spine. 34 (11) (pp 1153-1159), 2009. Date of Publication: 15 May 2009.",South Korea
Spine,2009,"Uchida K.

Nakajima H.

Yayama T.

Kobayashi S.

Shimada S.

Tsuchida T.

Okazawa H.

Mwaka E.

Baba H.",High-resolution magnetic resonance imaging and 18FDG-PET findings of the cervical spinal cord before and after decompressive surgery in patients with compressive myelopathy.,"Spine. 34 (11) (pp 1185-1191), 2009. Date of Publication: 15 May 2009.",Uganda
Spine,2009,"Singh A.

Choi D.

Crockard A.",Use of walking data in assessing operative results for cervical spondylotic myelopathy: Long-term follow-up and comparison with controls.,"Spine. 34 (12) (pp 1296-1300), 2009. Date of Publication: 20 May 2009.",UK
Spine,2009,"Ushida T.

Yokoyama T.

Kishida Y.

Hosokawa M.

Taniguchi S.

Inoue S.

Takemasa R.

Suetomi K.

Arai Y.-C.P.

McLaughlin M.

Tani T.",Incidence and risk factors of postoperative delirium in cervical spine surgery.,"Spine. 34 (23) (pp 2500-2504), 2009. Date of Publication: November 2009.",UK
Spine,2009,"Nikaido T.

Kikuchi S.-I.

Yabuki S.

Otani K.

Konno S.-I.",Surgical treatment assessment using the japanese orthopedic association cervical myelopathy evaluation questionnaire in patients with cervical myelopathy: A new outcome measure for cervical myelopathy.,"Spine. 34 (23) (pp 2568-2572), 2009. Date of Publication: November 2009.",Japan
